,master_id,first_order_date,last_order_date,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,T_weekly,recency_weekly,frequency,monetary_avg,exp_sales_3_month,exp_sales_6_month,exp_average_value,clv,customer_segment
14166,16243eb6-9752-11ea-a9c8-000d3a38a36f,2020-05-16,2021-04-04,2.0,1.0,349.99,630.84,54.0,46.0,3.0,327.0,0.6484568549641662,1.2969137099283323,342.8943233463098,466.59390669618665,A
14167,26f542aa-a287-11e9-a2fc-000d3a38a36f,2019-03-14,2021-04-04,6.0,1.0,79.99,319.92,116.0,107.0,7.0,57.0,0.6888525515064589,1.3777051030129164,58.65010670666248,84.77987266693896,D
14168,f74e248a-a458-11e9-a2fc-000d3a38a36f,2019-04-20,2021-04-04,4.0,2.0,310.92,627.76,110.0,102.0,6.0,156.0,0.646779781656794,1.293559563313589,160.07390303030093,217.2574369417589,B
14169,70a09d60-1fe5-11ea-87bf-000d3a38a36f,2019-02-18,2021-04-04,2.0,3.0,637.93,303.96,119.0,111.0,5.0,188.0,0.555848244746037,1.111696489492075,193.74470884003802,225.9871636314272,B
14170,ee99e872-53e6-11ea-94d4-000d3a38a36f,2020-01-04,2021-04-04,3.0,1.0,259.99,573.55,73.0,65.0,4.0,208.0,0.6463187416273604,1.2926374832547207,215.88447010415993,292.79646800333484,A
14171,28f61256-b0e6-11e9-9757-000d3a38a36f,2021-01-19,2021-04-04,2.0,1.0,169.99,179.98,19.0,11.0,3.0,117.0,0.8849157599349946,1.7698315198699892,123.60242659961357,229.52320982136072,B
14172,d14035f8-272f-11ea-aaaa-000d3a38a36f,2019-10-13,2021-04-04,6.0,2.0,346.94,1652.46,85.0,77.0,8.0,250.0,0.8947659400476727,1.789531880095347,254.55672179614427,477.96015734682305,A
14173,23a01d76-3ec3-11eb-806e-000d3a38a36f,2019-03-16,2021-04-04,10.0,9.0,800.01,1650.79,115.0,107.0,19.0,129.0,1.4425078046421351,2.8850156092842663,130.08586494279902,393.7730254942077,A
14174,2220cb56-b1a4-11e9-89fa-000d3a38a36f,2019-02-20,2021-04-04,10.0,2.0,129.98,2235.09,119.0,111.0,12.0,197.0,0.9844572661577422,1.9689145323154844,199.4541087503734,412.03825379785275,A
14175,ff891056-f138-11e9-9346-000d3a38a36f,2019-10-16,2021-04-04,3.0,2.0,330.72,303.97,85.0,77.0,5.0,127.0,0.6725201337713145,1.345040267542629,131.15342782398736,185.08985639261064,B
14176,59212a3a-26f5-11ea-aaaa-000d3a38a36f,2019-04-11,2021-04-04,8.0,2.0,239.98,1060.37,112.0,103.0,10.0,130.0,0.8939262849378481,1.7878525698756982,132.0886015436466,247.77913451108105,B
14177,8b374cb4-4cfe-11ea-a626-000d3a38a36f,2019-11-20,2021-04-04,2.0,3.0,219.97,366.26,80.0,72.0,5.0,117.0,0.693940317861711,1.3878806357234228,120.89256208365121,176.04325273502377,C
14178,6c56107c-b14b-11e9-9757-000d3a38a36f,2019-11-11,2021-04-04,7.0,1.0,89.99,1029.47,81.0,73.0,8.0,140.0,0.9174207072450424,1.8348414144900973,142.78064424824908,274.8751995498674,A
14179,21231ab8-b16f-11e9-89fa-000d3a38a36f,2019-03-30,2021-04-04,19.0,1.0,100.49,2002.45,113.0,105.0,20.0,105.0,1.520857080999273,3.0417141619985375,105.87770849312263,337.9018888486066,A
14180,309d3bd8-f808-11e9-b138-000d3a38a36f,2019-10-26,2020-07-23,1.0,2.0,369.97,199.98,83.0,39.0,3.0,190.0,0.5309114205156217,1.0618228410312425,199.83246689727466,222.6310831749358,B
14182,cd13aba2-1912-11ea-9213-000d3a38a36f,2019-08-07,2020-07-23,3.0,4.0,692.93,555.15,95.0,50.0,7.0,178.0,0.772965048921917,1.545930097843834,181.88805194126917,295.0269642345202,A
14183,7c82d624-5b55-11ea-99f3-000d3a38a36f,2019-10-19,2020-07-23,2.0,2.0,389.89,579.8,84.0,40.0,4.0,242.0,0.6021556027189205,1.2043112054378404,251.00042737608678,317.1618004069125,A
14184,e3299670-c6ac-11ea-9d14-000d3a38a36f,2019-07-28,2020-07-23,1.0,2.0,109.98,219.99,96.0,52.0,3.0,110.0,0.49101237791914704,0.9820247558382945,116.29269670805702,119.82365528551816,D
14185,3fd9bffc-9e0a-11e9-9897-000d3a38a36f,2018-05-24,2020-07-23,3.0,1.0,49.99,277.96,158.0,113.0,4.0,82.0,0.41252677505471436,0.825053550109424,85.74886374348986,74.22978413539121,D
14186,5825b2c6-a4f1-11e9-a2fc-000d3a38a36f,2019-06-22,2020-07-23,2.0,1.0,79.99,370.92,101.0,57.0,3.0,150.0,0.47721856320909756,0.9544371264181956,158.06258180266585,158.28657512154243,C
14187,c8254778-2497-11ea-bf27-000d3a38a36f,2019-10-27,2020-07-23,2.0,2.0,249.98,235.98,83.0,39.0,4.0,121.0,0.6059194796398139,1.2118389592796244,126.02893237893537,160.24439731491663,C
14188,b524baf6-a949-11e9-a2fc-000d3a38a36f,2019-07-24,2021-04-05,1.0,2.0,59.98,47.99,97.0,89.0,3.0,36.0,0.4881901888729808,0.976380377745963,39.01840928303072,39.97203776995147,D
14189,8b3b322a-61f8-11ea-8dd8-000d3a38a36f,2020-02-29,2021-04-05,4.0,1.0,110.49,664.84,65.0,57.0,5.0,155.0,0.767252747990734,1.534505495981467,159.88385189692866,257.4190820136101,A
14190,b6510b5a-9e36-11e9-9897-000d3a38a36f,2018-11-25,2021-04-05,10.0,1.0,150.73,867.36,131.0,123.0,11.0,93.0,0.8699598838847462,1.7399197677694902,94.46393520092954,172.44989813838447,C
14191,3a1c5af4-5ec9-11ea-be5b-000d3a38a36f,2019-12-22,2021-04-05,4.0,2.0,88.97,1443.1,75.0,67.0,6.0,255.0,0.7957261822374854,1.5914523644749696,261.21672889050046,436.17655374730197,A
14192,ee91afde-a5ce-11e9-a2fc-000d3a38a36f,2015-01-14,2021-04-05,8.0,2.0,65.86,1172.7,333.0,325.0,10.0,124.0,0.41205800994961084,0.8241160198992197,126.01134944286882,108.95965141060461,D
14193,fb501ca2-521b-11ea-88d3-000d3a38a36f,2019-12-07,2021-04-05,1.0,3.0,459.97,186.48,77.0,69.0,4.0,162.0,0.6295293676545353,1.2590587353090712,168.37464555978832,222.4284683687683,B
14194,265c07b4-51ca-11ea-a243-000d3a38a36f,2019-12-05,2021-04-05,6.0,1.0,109.99,836.9,78.0,70.0,7.0,135.0,0.8577512643241674,1.7155025286483374,138.0927490893015,248.5592468482568,B
14195,6216dd54-edf9-11e9-9346-000d3a38a36f,2019-10-30,2021-04-05,4.0,1.0,99.99,558.33,83.0,75.0,5.0,132.0,0.6809275387640032,1.3618550775280074,136.28386069415546,194.73454878299583,B
14197,4e764b86-b032-11e9-9757-000d3a38a36f,2019-03-14,2021-04-05,4.0,1.0,159.98,866.94,116.0,108.0,5.0,205.0,0.5644891425672262,1.1289782851344523,211.1881805986095,250.16288905437366,B
14198,89dbaf64-2985-11ea-b87a-000d3a38a36f,2019-09-15,2021-04-05,3.0,9.0,1533.72,803.94,89.0,81.0,12.0,195.0,1.1623896565899199,2.324779313179832,197.43269578339854,481.58005752412924,A
14199,b68f023c-a5d6-11e9-a2fc-000d3a38a36f,2018-10-25,2021-04-05,10.0,4.0,379.96,2505.81,136.0,128.0,14.0,206.0,1.0185643685466863,2.0371287370933726,208.18277610774388,444.970230950393,A
14200,20546680-b009-11e9-9757-000d3a38a36f,2015-05-20,2021-04-05,13.0,1.0,259.99,1248.45,315.0,307.0,14.0,108.0,0.5534342205889101,1.1068684411778174,109.28480493958331,126.91807396111378,C
14203,16695698-1f1d-11ea-87bf-000d3a38a36f,2019-07-20,2021-04-05,1.0,2.0,239.96,181.99,97.0,89.0,3.0,141.0,0.4881901888729808,0.976380377745963,148.66435765637885,152.2977852885134,C
14204,4535820c-a57a-11e9-a2fc-000d3a38a36f,2016-12-29,2021-04-05,5.0,5.0,597.91,705.01,231.0,223.0,10.0,130.0,0.5485263964308023,1.0970527928616065,132.0886015436466,152.04094348065883,C
14206,67d34c24-9d8f-11e9-9897-000d3a38a36f,2017-09-05,2021-04-05,7.0,1.0,59.99,862.35,195.0,187.0,8.0,115.0,0.5328891958909511,1.0657783917819053,117.37699026009108,131.2555168533013,C
14207,4af91b4c-2b88-11ea-853d-000d3a38a36f,2019-11-30,2021-04-05,3.0,1.0,129.99,1013.15,78.0,70.0,4.0,286.0,0.6254674373571204,1.2509348747142415,296.4446073750509,389.0863017125844,A
14208,54411cea-5bda-11ea-a8f8-000d3a38a36f,2019-12-27,2021-04-05,1.0,4.0,350.93,300.37,75.0,66.0,5.0,130.0,0.7167698839884317,1.4335397679768642,134.2316875460882,201.8982161068202,B
14209,4777754a-39d4-11ea-85d6-000d3a38a36f,2019-11-25,2021-04-05,3.0,2.0,276.92,349.97,79.0,71.0,5.0,125.0,0.6983891434861031,1.3967782869722072,129.10125467592013,189.20195717454664,B
14210,802543a0-26ff-11ea-aaaa-000d3a38a36f,2019-06-08,2021-04-05,6.0,1.0,119.98,1144.04,103.0,95.0,7.0,181.0,0.7386077654455125,1.4772155308910238,184.94353818675526,286.6491862818592,A
14211,60bf479e-2769-11ea-aaaa-000d3a38a36f,2019-07-13,2021-04-05,5.0,6.0,544.84,979.58,98.0,90.0,11.0,139.0,1.0340255788191373,2.0680511576383167,141.00172945277842,305.95207543253,A
14212,d1f9353e-b0de-11e9-9757-000d3a38a36f,2019-04-20,2021-04-05,5.0,1.0,119.99,599.89,110.0,102.0,6.0,120.0,0.646779781656794,1.293559563313589,123.29469362659201,167.33951392915216,C
14213,dd996948-bd4b-11ea-aa61-000d3a38a36f,2020-07-03,2021-04-05,4.0,1.0,172.97,1341.22,48.0,39.0,5.0,303.0,0.8716134741985363,1.7432269483970708,311.744664853904,570.1913795131188,A
14214,1e3691ee-5b0c-11ea-8a48-000d3a38a36f,2020-02-15,2021-04-05,1.0,2.0,322.2,54.99,67.0,59.0,3.0,126.0,0.5899086215311973,1.1798172430623959,133.00065074590054,164.64031612946954,C
14215,f6a0c624-43b7-11ea-8b43-000d3a38a36f,2019-07-27,2020-07-24,3.0,1.0,59.99,428.92,96.0,52.0,4.0,122.0,0.5603834331469657,1.1207668662939307,127.06175465163909,149.41624502259663,C
14216,eca73abc-1e29-11ea-8bf2-000d3a38a36f,2019-09-03,2020-07-24,4.0,1.0,79.99,3535.68,91.0,46.0,5.0,723.0,0.6484990995626824,1.296998199125363,742.7010259480232,1010.6972481325672,A
14217,3a6d462c-b171-11e9-89fa-000d3a38a36f,2019-04-20,2021-04-06,1.0,4.0,410.44,64.79,110.0,102.0,5.0,95.0,0.5826027588543573,1.1652055177087173,98.31865745491163,120.20046796019484,D
14218,cb346a86-5b27-11ea-b989-000d3a38a36f,2020-01-05,2021-04-06,3.0,1.0,54.99,269.97,73.0,65.0,4.0,81.0,0.6463187416273604,1.2926374832547207,84.71604147078614,114.89736947684341,D
14219,a08d0024-ddc1-11e9-a848-000d3a38a36f,2019-09-20,2021-04-06,3.0,1.0,19.99,1079.72,89.0,81.0,4.0,275.0,0.5840165072858131,1.1680330145716262,285.08356237530984,349.37753928747634,A
14220,b91a5440-4c23-11ea-a626-000d3a38a36f,2019-07-28,2021-04-06,1.0,2.0,269.98,155.39,96.0,88.0,3.0,142.0,0.49101237791914704,0.9820247558382945,149.70860478374408,154.25416006919718,C
14221,efa60148-abc5-11e9-a2fc-000d3a38a36f,2017-04-06,2021-04-06,6.0,1.0,99.99,1753.87,217.0,209.0,7.0,265.0,0.4521920885112886,0.9043841770225759,270.49715306036654,256.6748638296672,A
14222,5369393e-3608-11eb-9a15-000d3a38a36f,2020-12-04,2021-04-06,6.0,1.0,173.98,559.86,26.0,18.0,7.0,105.0,1.29086302498359,2.5817260499671666,107.53788663444034,291.29923260975073,A
14223,c930f526-a54a-11e9-a2fc-000d3a38a36f,2019-06-29,2021-04-06,2.0,3.0,219.96,244.16,100.0,92.0,5.0,93.0,0.6155213661464997,1.231042732293002,96.2664843068444,124.3414496535206,C
14224,78e59c92-4f6e-11ea-99ba-000d3a38a36f,2019-12-04,2021-04-06,2.0,2.0,334.96,190.97,78.0,70.0,4.0,131.0,0.6254674373571204,1.2509348747142415,136.35715510597268,178.97003309326277,C
14225,38ced460-a556-11e9-a2fc-000d3a38a36f,2019-06-30,2021-04-06,2.0,2.0,99.98,159.98,100.0,92.0,4.0,65.0,0.5477181706582936,1.095436341316588,68.19088510752644,78.37565052155036,D
14226,7045e498-9d21-11e9-9897-000d3a38a36f,2017-06-20,2021-04-06,7.0,4.0,365.83,1246.24,206.0,198.0,11.0,147.0,0.639391138346346,1.2787822766926897,149.09525888788258,200.04519685526262,B
14227,2a8e7172-aa50-11e9-a2fc-000d3a38a36f,2019-07-02,2021-04-06,2.0,1.0,109.99,160.0,100.0,92.0,3.0,90.0,0.4799149751700861,0.959829950340173,95.40775416075262,96.08280135594934,D
14228,be656472-23b4-11ea-8523-000d3a38a36f,2019-07-14,2021-04-06,2.0,1.0,149.9,700.46,98.0,90.0,3.0,283.0,0.4854002565846234,0.9708005131692503,296.9474497422401,302.4665017065397,A
14229,878d7d92-ddee-11e9-a848-000d3a38a36f,2019-04-30,2021-04-06,5.0,2.0,409.96,535.94,109.0,101.0,7.0,135.0,0.7147795061814749,1.4295590123629498,138.0927490893015,207.1288765269491,B
14230,cff6028c-a15a-11e9-a2fc-000d3a38a36f,2019-02-21,2021-04-06,2.0,3.0,279.95,175.96,119.0,111.0,5.0,91.0,0.555848244746037,1.111696489492075,94.21431115877716,109.89319439861197,D
14232,105a042e-5b2b-11ea-9d9a-000d3a38a36f,2019-12-29,2021-04-06,2.0,1.0,299.99,767.84,74.0,66.0,3.0,356.0,0.5625587505311236,1.1251175010622512,373.1774900399012,440.53559592736025,A
14233,7cc4d580-98ca-11ea-b97a-000d3a38a36f,2020-05-17,2021-04-06,8.0,1.0,39.99,689.37,54.0,46.0,9.0,81.0,1.1981473107023406,2.3962946214046865,82.62199751765534,207.73208962925824,B
14234,ea1e2724-2116-11eb-b361-000d3a38a36f,2020-11-07,2021-04-06,2.0,1.0,32.98,116.98,29.0,21.0,3.0,50.0,0.8014195997675472,1.6028391995350917,53.6378690661438,90.20469808253506,D
14235,ad50cf78-d69d-11e9-93bc-000d3a38a36f,2019-08-29,2021-04-06,5.0,2.0,159.97,1358.81,92.0,84.0,7.0,217.0,0.7866877178715954,1.5733754357431882,221.60937313258867,365.83746334283563,A
14236,eacb8de4-5b53-11ea-8a66-000d3a38a36f,2020-02-15,2020-07-25,16.0,1.0,80.49,1639.84,67.0,23.0,17.0,101.0,1.7567145833655058,3.513429166731015,102.00362995818172,376.0230914966222,A
14237,f7573922-a5dd-11e9-a2fc-000d3a38a36f,2019-02-21,2020-07-25,2.0,2.0,212.98,471.5,119.0,74.0,4.0,171.0,0.4946183845443659,0.9892367690887305,177.67004601412188,184.40901643406931,B
14238,b79eba3e-a2f0-11e9-a2fc-000d3a38a36f,2019-03-21,2020-07-25,2.0,1.0,199.9,838.5,115.0,70.0,3.0,346.0,0.44241826042145116,0.8848365208429023,362.73501876624897,336.7597749047285,A
14240,6948274a-2a6c-11ea-b3a7-000d3a38a36f,2019-11-03,2020-07-25,2.0,1.0,199.99,568.0,82.0,38.0,3.0,256.0,0.5342508471095507,1.0685016942191001,268.75277730337916,301.2977318934491,A
14241,20b9d614-b1da-11e9-89fa-000d3a38a36f,2019-07-20,2020-07-25,1.0,3.0,596.93,107.99,97.0,53.0,4.0,176.0,0.5571625204820294,1.1143250409640595,182.83415737764054,213.76515347576128,B
14242,f92a0c00-185d-11ea-9213-000d3a38a36f,2019-11-10,2020-07-25,3.0,1.0,79.99,419.96,81.0,37.0,4.0,125.0,0.6135901810697634,1.22718036213953,130.16022146975027,167.59241613196752,C
14243,05b1365c-616e-11ea-8dd8-000d3a38a36f,2018-05-16,2021-04-07,11.0,1.0,229.99,2730.67,159.0,151.0,12.0,247.0,0.8175879471382521,1.6351758942764798,249.98943292474482,428.8977953552556,A
14244,f1e095a6-637e-11ea-a6dc-000d3a38a36f,2019-01-12,2021-04-07,13.0,1.0,79.99,3614.36,124.0,117.0,14.0,264.0,1.0793793829272507,2.1587587658545013,266.71422843175725,604.1127267742106,A
14246,c9c5c24a-a3ac-11e9-a2fc-000d3a38a36f,2019-04-03,2021-04-07,1.0,2.0,240.48,136.1,113.0,105.0,3.0,126.0,0.4470757161421674,0.8941514322843348,133.00065074590054,124.7764222336644,C
14247,fdc3e270-293f-11ea-b87a-000d3a38a36f,2019-09-01,2021-04-07,5.0,1.0,79.98,549.65,91.0,83.0,6.0,105.0,0.7199349808170612,1.4398699616341224,107.97002304171329,163.11509447501098,C
14248,e0c36e8e-12fb-11ea-a001-000d3a38a36f,2019-07-28,2021-04-07,2.0,1.0,139.99,659.9,96.0,88.0,3.0,267.0,0.49101237791914704,0.9820247558382945,280.2394957043966,288.7483193804432,A
14250,beb7776e-ab9e-11e9-a2fc-000d3a38a36f,2017-03-02,2021-04-07,8.0,1.0,114.98,1949.81,222.0,214.0,9.0,229.0,0.5249020868773911,1.0498041737547787,232.74231062493163,256.36062576516736,B
14251,5ec693d0-1b92-11ea-ac4f-000d3a38a36f,2019-09-16,2021-04-07,1.0,3.0,450.85,100.0,89.0,81.0,4.0,138.0,0.5840165072858131,1.1680330145716262,143.5869110148988,175.9696042321516,C
14252,7e90766a-5b28-11ea-a020-000d3a38a36f,2020-01-23,2021-04-07,2.0,1.0,130.73,559.98,71.0,63.0,3.0,230.0,0.5739632931427916,1.1479265862855832,241.60235199188347,290.99327913662864,A
14255,6118f1a4-5428-11ea-b1db-000d3a38a36f,2019-12-26,2021-04-07,2.0,1.0,104.98,254.4,75.0,67.0,3.0,120.0,0.5588572874903277,1.1177145749806559,126.73516798170922,148.62632702619047,C
14256,94c9440a-5b20-11ea-84d7-000d3a38a36f,2020-01-26,2021-04-07,4.0,2.0,116.98,495.3,70.0,62.0,6.0,102.0,0.8227948641937658,1.6455897283875316,104.90508892473754,181.12809122526772,B
14257,c6fdacfe-9de8-11e9-9897-000d3a38a36f,2018-03-27,2021-04-07,4.0,1.0,29.99,842.12,166.0,158.0,5.0,174.0,0.44833089565737233,0.8966617913147376,179.37949680356738,168.75985814352603,C
14258,9f790826-1dd7-11ea-8bf2-000d3a38a36f,2019-04-16,2021-04-07,2.0,3.0,430.63,279.98,111.0,103.0,5.0,142.0,0.5795035246116007,1.1590070492232005,146.54472643449162,178.20667133953017,C
14259,0bada054-f120-11e9-9346-000d3a38a36f,2019-06-09,2021-04-07,2.0,3.0,189.96,234.99,103.0,95.0,5.0,85.0,0.6052616968581024,1.2105233937162048,88.05779171457546,111.84296277005751,D
14261,7b46af24-2bb2-11ea-853d-000d3a38a36f,2019-09-26,2021-04-07,15.0,4.0,485.43,3157.98,88.0,80.0,19.0,192.0,1.678579132011608,3.357158264023228,193.51019651247736,681.6216176552168,A
14262,ab20b544-7c18-11ea-80af-000d3a38a36f,2020-04-11,2021-04-07,8.0,1.0,19.48,857.34,59.0,52.0,9.0,97.0,1.1540922084772236,2.3081844169544437,98.8512205562798,239.39783972189304,B
14263,32580fde-9dc7-11e9-9897-000d3a38a36f,2017-05-29,2021-04-07,14.0,1.0,44.99,2640.51,209.0,201.0,15.0,179.0,0.8005260916612086,1.601052183322414,180.80524806635708,303.7275631010347,A
14264,b0aa15c6-aed9-11e9-a2fc-000d3a38a36f,2018-05-08,2021-04-07,11.0,3.0,230.86,1168.58,160.0,152.0,14.0,100.0,0.915411127418267,1.8308222548364907,101.21150117075386,194.42125205114993,B
14265,24806ad0-1eb6-11ea-aa32-000d3a38a36f,2019-08-24,2021-04-07,2.0,1.0,29.99,615.36,92.0,85.0,3.0,215.0,0.502635154950314,1.0052703099006284,225.93864508140516,238.30933921768923,B
14266,85547808-5b4f-11ea-b11d-000d3a38a36f,2019-12-27,2021-04-07,2.0,1.0,129.99,335.25,75.0,67.0,3.0,155.0,0.5588572874903277,1.1177145749806559,163.28381743949194,191.48808050145306,B
14267,87b33d04-3e36-11ea-b1ad-000d3a38a36f,2019-07-26,2021-04-07,1.0,8.0,609.91,41.99,97.0,89.0,9.0,72.0,0.902024178527271,1.8040483570545456,73.49305955842908,139.11122933544806,C
14268,448af03e-b0ed-11e9-9757-000d3a38a36f,2019-07-04,2021-04-07,2.0,3.0,579.84,159.98,100.0,92.0,5.0,148.0,0.6155213661464997,1.231042732293002,152.70124587869333,197.23473245304194,B
14270,8318a24e-b0dc-11e9-9757-000d3a38a36f,2019-04-28,2021-04-07,3.0,2.0,265.72,653.97,109.0,101.0,5.0,184.0,0.5857353212768402,1.1714706425536796,189.64036254390354,233.09334418907605,B
14271,cc11a6a0-1a39-11ea-941b-000d3a38a36f,2019-11-27,2021-04-07,1.0,2.0,191.95,96.0,79.0,71.0,3.0,96.0,0.5445260341708715,1.0890520683417426,101.67323692494395,116.17775519442684,D
14272,8ab1f734-aac5-11e9-a2fc-000d3a38a36f,2019-07-10,2021-04-07,3.0,1.0,99.98,366.77,99.0,91.0,4.0,117.0,0.5508305097192405,1.1016610194384804,121.89764328812043,140.89999524253113,C
14273,388f9888-a752-11e9-a2fc-000d3a38a36f,2016-09-01,2021-04-07,7.0,1.0,119.99,1104.78,248.0,240.0,8.0,153.0,0.44598266854302787,0.8919653370860542,155.99054432209124,145.9869170749887,C
14274,356c142a-a148-11e9-a2fc-000d3a38a36f,2019-02-20,2021-04-07,1.0,3.0,343.37,129.0,119.0,111.0,4.0,118.0,0.4946183845443659,0.9892367690887305,122.93046556082417,127.5931804624622,C
14275,c81bac06-b1f4-11e9-89fa-000d3a38a36f,2019-07-23,2021-04-07,7.0,2.0,99.98,1081.74,97.0,89.0,9.0,131.0,0.902024178527271,1.8040483570545456,133.33831951335677,252.3892413307266,B
14276,6d926ec8-e5c0-11e9-ad00-000d3a38a36f,2019-10-03,2020-07-26,4.0,1.0,99.99,329.27,87.0,42.0,5.0,86.0,0.6643178089340762,1.3286356178681586,89.08387828860909,124.18601549435022,C
14278,26c81082-9d7d-11e9-9897-000d3a38a36f,2019-10-15,2020-07-26,3.0,5.0,752.92,184.97,85.0,41.0,8.0,117.0,0.8947659400476727,1.789531880095347,119.40928257914372,224.20495945852196,B
14279,8f6b9616-e44c-11e9-ad00-000d3a38a36f,2019-10-01,2021-04-08,4.0,2.0,104.97,474.96,87.0,79.0,6.0,97.0,0.7374962114117146,1.4749924228234415,99.79686539644464,154.44518598705366,C
14280,9c7d1f98-6302-11ea-a6dc-000d3a38a36f,2019-04-07,2021-04-08,13.0,1.0,89.98,1226.85,112.0,105.0,14.0,94.0,1.1479176413027512,2.2958352826055055,95.1565233441318,229.21708139775671,B
14281,48c2dd22-2458-11ea-a30f-000d3a38a36f,2019-10-29,2021-04-08,3.0,1.0,99.99,965.91,83.0,75.0,4.0,266.0,0.6059194796398139,1.2118389592796244,275.7881619209763,350.66160570762753,A
14282,18ad3eba-42ea-11ea-8b43-000d3a38a36f,2019-09-10,2021-04-08,2.0,2.0,190.48,759.89,90.0,82.0,4.0,238.0,0.5805190424233411,1.1610380848466815,246.86913828527184,300.7329076538301,A
14283,b9a016e0-a5dc-11e9-a2fc-000d3a38a36f,2019-03-06,2021-04-08,2.0,1.0,47.98,159.98,117.0,109.0,3.0,69.0,0.43785684322587104,0.8757136864517425,73.478564486083,67.51347881349147,D
14284,991d60ae-63a4-11ea-a6dc-000d3a38a36f,2020-03-10,2021-04-08,3.0,2.0,310.71,563.97,64.0,56.0,5.0,175.0,0.7726949203602977,1.545389840720607,180.40558337760098,292.520100275077,A
14285,4bef027c-514a-11ea-99ba-000d3a38a36f,2019-10-05,2021-04-08,2.0,1.0,49.99,299.7,86.0,79.0,3.0,117.0,0.5211390140217067,1.0422780280434116,123.60242659961357,135.1693626410132,C
14286,14a96d7c-ad97-11e9-a2fc-000d3a38a36f,2017-11-10,2021-04-08,9.0,1.0,29.99,1148.87,186.0,178.0,10.0,118.0,0.642386857989677,1.284773715979354,119.93409734209106,161.67281506634157,C
14287,702ca6b2-9ebc-11e9-9897-000d3a38a36f,2016-12-06,2021-04-08,4.0,1.0,69.99,422.65,234.0,226.0,5.0,99.0,0.35029814266394316,0.700596285327881,102.4230037510461,75.28925934650393,D
14288,eb8ed418-f4c7-11e9-9346-000d3a38a36f,2019-10-22,2021-04-08,2.0,1.0,169.98,442.96,84.0,76.0,3.0,204.0,0.5276134819117912,1.0552269638235834,214.45192668038774,237.43433333858582,B
14289,fd1f73b6-4203-11ea-96d9-000d3a38a36f,2019-11-17,2021-04-08,5.0,1.0,119.98,1033.48,80.0,73.0,6.0,192.0,0.770381808956803,1.540763617913606,196.85311243400986,318.2335672013138,A
14291,d4c0a088-2c10-11ea-91ab-000d3a38a36f,2019-10-05,2021-04-08,1.0,5.0,1263.73,893.88,86.0,79.0,6.0,360.0,0.7420212052789535,1.484042410557906,368.48942298465147,573.7715695515257,A
14292,c6877462-70a6-11ea-95d1-000d3a38a36f,2020-02-09,2021-04-08,2.0,1.0,78.48,239.98,68.0,61.0,3.0,106.0,0.5858398038182517,1.1716796076365026,112.11570819859615,137.82976708464656,C
14294,903425e6-9855-11ea-9d91-000d3a38a36f,2020-05-16,2021-04-08,2.0,3.0,409.76,478.75,54.0,47.0,5.0,178.0,0.8316870068768911,1.6633740137537831,183.48384309970183,320.22514179956255,A
14295,135ba0d0-5bf6-11ea-b87f-000d3a38a36f,2020-01-30,2021-04-08,3.0,4.0,204.96,339.97,70.0,62.0,7.0,78.0,0.9044370649221597,1.808874129844318,80.0385104250653,151.90603617606962,C
14296,fb8b8ba6-1892-11ea-9213-000d3a38a36f,2019-08-22,2021-04-08,2.0,1.0,69.99,251.72,93.0,85.0,3.0,107.0,0.49967817854921565,0.9993563570984308,113.15995532596136,118.65357641262275,D
14297,8898b5ac-b0a9-11e9-9757-000d3a38a36f,2019-02-27,2021-04-08,7.0,2.0,109.98,1018.03,118.0,110.0,9.0,125.0,0.8048745485600772,1.6097490971201722,127.25236087387262,214.9273702574923,B
14298,9d55837c-decf-11e9-957d-000d3a38a36f,2019-09-24,2021-04-08,10.0,2.0,299.96,2424.26,88.0,80.0,12.0,227.0,1.1694351764431097,2.338870352886222,229.77530325499626,563.8676552298641,A
14299,402d6b1c-2e69-11ea-b1e2-000d3a38a36f,2019-11-12,2021-04-08,1.0,3.0,209.97,81.42,81.0,73.0,4.0,73.0,0.6135901810697634,1.22718036213953,76.45346328915629,98.44037210142713,D
14300,9e08ce5e-527f-11ea-8850-000d3a38a36f,2019-12-15,2021-04-08,3.0,1.0,59.99,303.97,76.0,69.0,4.0,91.0,0.6336444010466409,1.2672888020932804,95.04426419782344,126.3773360826892,C
14301,faa8ea68-21b0-11ea-9618-000d3a38a36f,2019-04-24,2021-04-08,1.0,3.0,480.44,209.96,110.0,102.0,4.0,173.0,0.5184257360519217,1.0368514721038433,179.73569055952936,195.53232283855323,B
14302,6fbc2710-1c94-11ea-a490-000d3a38a36f,2017-12-18,2021-04-08,5.0,1.0,79.99,833.45,180.0,172.0,6.0,152.0,0.4706022977094292,0.9412045954188573,155.9873242076666,154.04266857255192,C
14303,52c7cfe4-24ad-11ea-bf27-000d3a38a36f,2019-03-26,2021-04-08,7.0,2.0,317.97,600.43,114.0,106.0,9.0,102.0,0.8217320773097723,1.643464154619541,103.92285275584995,179.20040317337626,C
14304,53996712-f365-11e9-9346-000d3a38a36f,2019-10-20,2020-07-27,3.0,1.0,239.98,615.88,84.0,40.0,4.0,214.0,0.6021556027189205,1.2043112054378404,222.0814037403823,280.6199917008771,A
